Unnamed: 0,full_name,label
1671764,committee to reelect judge debra nan,0
166902,michigan septic tank association pac,0
65180,curtis hertel jr for michigan,0
289859,committee to elect brandon davis,0
1677,cte jeff yaroch for state rep,0
995588,committee to elect adrienne g. scrug,0
49968,westland fire fighters separate segr,0
234374,committee to elect diana mohyi,0
293045,committee to elect regina triplett,0
19750,logan byrne for state representative,0
289899,jason hoskins for state representati,0
61010,calhoun county democratic party,0
289717,friends of mark ludwig,0
66989,friends of ranjeev puri,0
292992,committee to elect greg black,0
70230,rescare inc dba brightspring health,0
566512,committee for robert noble dist 8,0
289784,committee to elect jonathan scheel,0
263256,cte khalil othman,0
291616,committee to re-elect victoria i sha,0
291425,friends of glen miller,0
1613442,committee to elect bill sage for sta,0
221944,powering the economy (superpac),0
1562590,christopher crain for state represen,0
1086577,washtenaw citizens for accountabilit,0
1002303,committee to elect jared polonowski,0
292956,michigan families united (superpac),0
29737,uaw michigan voluntary political act,0
66995,cte kevin rathbun,0
1291884,black leadership action fund,0
8760,washtenaw county republican committe,0
59238,jason morgan for state representativ,0
1109567,stand tall pac,0
101065,matt hall for state representative,0
1315466,committee to elect marcia mansaray,0
1589017,julue maday for msu,0
49964,citizens for traditional values poli,0
1867449,restore michigans future,0
292953,jason woolford for state representat,0
139129,friends of corn pac,0
12735,mi assoc of community bankers of mic,0
4643,michigan propane pac,0
293015,families who care,0
49985,lapeer co dem party,0
428001,star pac,0
134908,steven gilbert for state representat,0
65189,michiganders for the commonwealth,0
293175,cte lisa dekryger,0
291335,perry johnson for governor,0
65185,mi coin machine op assn mcmoa ampac,0
288411,liberty freedom fund,0
132983,committee to elect angela rigas,0
57572,independence blue cross llc pac (spo,0
57609,michigan craft distillers associatio,0
1669,committee to elect gene haymaker,0
5187,michigan family medicine pac board (,0
1867447,joe barone for judge,0
510767,lgbtq victory fund federal pac,0
1846415,committee to elect todd e. briggs fo,0
294559,committee to elect veronica paiz,0
65190,embolden pac,0
1224061,basf corporation employees political,0
1326328,committee to elect charles john ante,0
123279,senate republican campaign committee,0
265431,cte mary berlingieri for state repre,0
1951640,citizens supporting tory rocca,0
363515,coalition opposing proposal 3,0
8745,committee to elect diana farrington,0
132985,calley majority fund,0
3414,eaton county democratic executive co,0
220779,surveyors pac mi society of professi,0
291614,keith jones for mi house,0
548988,committee to elect jessie scott wood,0
1577182,the committee to elect james l. gilb,0
1457212,committee to elect kerry tapper,0
1279552,snyder for michigan,0
132988,committee to elect latisha johnson,0
289857,committee to elect austin kreutz,0
38945,support fhps,0
1107977,andrew fink for michigan supreme cou,0
263262,james shepler for state representati,0
49982,midwest strategy group pac,0
6517,bay city educators pac,0
83887,committee to elect terry j sabo,0
3417,centene corporation political action,0
364742,michigan sierra club independent act,0
1618819,sami makhoul for wayne state univers,0
286836,committee to elect rachel vinales fo,0
289768,jason rhines for senate,0
275170,committee to elect debra s. kauten s,0
1107979,committee to elect steve frisbie for,0
1234880,mi corn growers assocation pac,0
1781226,cte steven a heisler,0
1802989,friends of jeremy bowie,0
77554,friends of dana nessel,0
294521,somos pac - mi (super pac),0
223489,michigan home health association pac,0
65195,sabo for michigan,0
25904,michigan farm bureau political actio,0
63565,kristina karamo for sos,0
63562,ellison for michigan,0
54185,henry ford health system government,0
6511,beeler majority fund pac,0
57613,friends of daylen howard,0
288221,committee to elect mary hood circuit,0
51628,manley justice fund (superpac),0
1005895,friends of layla taha,0
1117368,committee to elect adam abusalah,0
835645,residents for a better wayne county,0
77548,unlock michigan,0
1248420,mcbroom for michigan,0
19753,michigan manufactured housing rv and,0
4644,moes pac,0
61004,committee to elect scott vansingel,0
1553490,committee to elect julia kelly for j,0
41776,teamsters 406 political action commi,0
289929,friends of joe bellino,0
265429,committee to elect rebecca jurva-bri,0
6520,midland county democratic party,0
257163,brighter michigan pac (superpac),0
1130073,red pilled,0
1409133,jane fonda climate pac michigan,0
263246,friends of george ranville,0
187606,detroit caucus pac,0
281994,right to life of michigan victory fu,0
1099727,committee to elect angela cole proba,0
85810,committee to elect regina weiss,0
1135933,macomb community college faculty org,0
59244,maddock leadership fund,0
65186,plumbers and steamfitters 85 pac,0
1004002,flagstar bank federal pac,0
33104,teamsters 214 political action commi,0
67009,broadband association of michigan pa,0
456515,blackpac michigan (superpac),0
552851,isabella county democratic party,0
102980,friends of bryan posthumus,0
65196,brinks victory fund,0
1093243,bouchard victory fund,0
136885,friends of conservative values,0
132998,taylor fed of teachers pac tft pac,0
65188,cynthia a johnson stands up detroit,0
291391,keep kyra harris bolden for justice,0
1306995,committee to elect tim meyer,0
1863941,committee to elect andrea bradley-ba,0
1088416,america first hillsdale republicans,0
25902,michigan fire chiefs pac,0
55532,democratic association of secretarie,0
1682,bill sowerby for state rep,0
66993,delta county republican party,0
956016,rob gjonaj donovic for rep,0
288390,bristol myers squibb company politic,0
99905,the julie brixie blue wave fund,0
61005,sam singh for state senate,0
289876,torchio feaster for judge,0
1685,friends of marie fielder,0
123270,house republican campaign committee,0
1551376,committee to elect kelly ward for pr,0
70249,progress michigan political action f,0
288421,stan grot for michigan republicans,0
38955,teamsters 337 political action commi,0
266569,friends of randy bishop,0
1551369,committee to elect andy wood,0
74275,seiu michigan,0
102989,advocates of change for tomorrow pol,0
55520,schostak family pac,0
289726,committee to elect tamara mitchell f,0
86717,sylvia santana for senate,0
234371,michelle frederick for state board o,0
1306985,john larkin for 3rd circuit judge,0
1949236,21st century club,0
294560,committee to elect chastity youngblo,0
289854,committee to elect dawn weier circui,0
291463,committee to elect ricardo white,0
331016,policy over party (superpac),0
289813,john damoose for state senate,0
293091,committee to retain judge teri lynn,0
289814,committee to elect michael frazier,0
132976,michigan motorcycle riders pac,0
1696934,boss up pac,0
288150,official 9th dist democratic party,0
63567,wayne county republican committee,0
1117359,dayna for michigan,0
49970,merck and co inc employees pac,0
331032,michigan society of hematology and o,0
85813,cte gregory j. markkanen,0
289812,bill g schuette for state representa,0
65209,the committee to elect lana theis,0
1579029,friends of chris gilmer-hill,0
291488,friends of michelle friedman appel,0
417478,will snyder majority fund,0
14860,michigan corrections organization po,0
1007736,ogemaw county republican committee,0
293183,friends of donni steele,0
1952979,harvest the sun,0
1679,committee to elect sue allor,0
8756,bricklayers and allied craftworkers,0
74267,citizens to elect helena scott,0
22909,detroit regional chamber political a,0
1630834,glaxosmithkline llc pac (gsk pac),0
99900,west michigan progress pac,0
54182,grand traverse county republican par,0
70237,kevin daley for state senate,0
67005,michigan aggregates association,0
51616,mi restaurant  and lodging assoc pac,0
16473,hauck majority fund,0
60977,growing michigan,0
289775,friends of matt nilson,0
60998,jmr all star pac,0
57573,engineering michigans future,0
57568,mi academy of physician assistants,0
294482,friends of brian jackson,0
1707211,pushing forward fund,0
442484,save michigan pac (superpac),0
139124,ready to equip industrious leaders,0
288244,committee to elect jim martin,0
57615,dale zorn for senate,0
1346714,shelly fraley for mi60,0
294354,elect toni mua,0
266561,karl barr for judge,0
3421,simon group holdings pac,0
78812,mi blue cross blue shield bcbsm pac,0
289777,terry j. sabo for state senate,0
3411,mi chiropractic society pac,0
291337,turn around wayne county (superpac),0
59240,michigan in home care pac,0
99899,public health over politicians,0
43272,mi boilermakers state and local pac,0
11564,oceana county republican committee,0
55527,houghton county democratic committee,0
24745,m-acre pac,0
3413,calhoun county republican committee,0
156682,education gets results,0
168245,zeneca inc. political action committ,0
288296,michigan planned parenthood votes su,0
278146,committee to elect bert van dyke,0
60989,justice for michigan,0
331957,birmingham-bloomfield area democrati,0
1063100,barry county democratic committee,0
289788,committee to elect joseph hohler iii,0
1088408,second district republican committee,0
291656,penelope tsernoglou leadership fund,0
1712278,robin persiconi for judge,0
1201155,northern michigan leadership pac,0
1553492,committee to elect jennifer johnsen,0
59225,committee to elect sarah lightner,0
265421,committee to elect kayle keith hinkl,0
1107968,friske leadership fund,0
4647,garza working for michigan fund,0
403200,pac 9 gop,0
387847,national association of chain drug s,0
85802,michigan sugar company growers polit,0
289757,committee to elect madhu anderson,0
51619,friends to elect michele hoitenga,0
521885,american principles project pac (sup,0
1495182,climate cabinet pac - michigan,0
1354352,committee to elect lois maassen,0
33112,michigan action state superpac,0
289671,brian williams for state senate,0
1321292,rslc pac (superpac),0
1794720,committee to elect denis mccarthy,0
1559237,cody dill for state representative,0
1140383,we the people power pac,0
60979,health alliance plan pac,0
977393,commitee to elect jacob skarbek for,0
293180,committee to elect robert d crosby j,0
1681245,community solar action fund (fed pac,0
994585,antrim county republican party,0
289828,citizens to elect kenyetta dotson fo,0
61003,stephanie a young for state represen,0
381630,motorola solutions inc political act,0
1661585,partnership for responsible governme,0
246334,united food and commercial workers a,0
123277,matt hall majority fund,0
289773,friends of hilary dubay,0
205316,csx corporation good govt fund,0
5190,michigan association of insurance ag,0
132977,branch county republican party,0
1348462,amante for michigan,0
289933,committee to elect brittany dicken f,0
16477,emmet county republican committee,0
123275,wentworth majority fund pac,0
68688,building accountability behind exper,0
289840,friends of joey andrews iv,0
19756,isabella county republican committee,0
289861,committee to elect gary gerson,0
291592,michigan mises pac,0
134916,graham diedrich for state representa,0
49977,committee to elect steve carra,0
38956,teamsters 614 political action commi,0
1412574,donald t eason for state rep,0
294338,committee to elect steven r fox jud,0
68679,graham filler for state representati,0
66988,committee to elect thomas a albert,0
16465,committee to elect michael webber,0
1059441,greene majority motivated fund,0
268179,committee to elect nancy deboer,0
19741,liberty and justice for all,0
1088402,axmitax,0
63568,stephanie chang for senate,0
983990,committee to elect charles shelton,0
289718,committee to elect larry hull,0
265417,committee to elect matthew sabaugh f,0
55516,southwest michigan first pac,0
1090610,todd smalenberg for state rep,0
6530,friends of mta,0
85804,michael detmer for state senate,0
992074,cascade leadership fund,0
289729,committee to elect mark zacharda,0
426061,the lincoln project (super pac),0
123278,adam j hollier committee,0
294385,we the parents,0
44491,young democrats of michigan,0
303970,stuart collis for judge,0
1088401,nationwide mutual insurance company,0
67011,jocelyn benson for secretary of stat,0
57596,friends of michigans community healt,0
218744,michigan education partners politica,0
31022,friends of wayne state pac,0
40634,livonia republican club,0
1300380,committee to elect ryan maxon,0
289945,friends of nicole breadon,0
78800,11th congressional dist rep comm,0
70238,mi assoc of cmh board macmhb,0
270878,friends for mark bignell,0
218761,camilleri for michigan,0
1025443,farhat for michigan pac,0
12742,committee to elect roslyn ogburn for,0
70241,committee to elect mark huizenga,0
68680,cindy berry for secretary of state,0
416371,templar baker group pac,0
205311,glm political action committee,0
1615468,mark gaffney for wayne state univers,0
1062121,doug corwin jr. for probate judge,0
6524,mason county republican committee,0
37130,manistee county republican committee,0
291382,committee to elect jamie murray,0
1551385,committee to elect griffin wojtowicz,0
1343832,committee to elect john grossenbache,0
11565,berrien county democratic party,0
10736,united wholesale mortgage pac,0
1099728,trevis harrold for michigan,0
294428,committee to elect nicholas christen,0
57585,lake county democratic party,0
62148,macomb county republican assembly (s,0
289792,christine e. barnes for state rep co,0
289850,friends of penelope tsernoglou,0
1354337,cte tawn beliger,0
49969,mi pipe trades assoc independent exp,0
12729,cte rachelle smit for state represen,0
1564329,friends of hermon barbe for michigan,0
294550,committee to elect myles w miller fo,0
1359455,better michigan superpac,0
289731,our water our democracy,0
99901,the home depot inc political action,0
55534,northville democratic club pac,0
16448,michigan legislative consultants pac,0
383489,fund for michigans future,0
59234,cte jaime greene,0
63560,michigan democratic party youth cauc,0
286856,thomas j. allen cte thomas allen,0
293021,the committee to elect lakena crespo,0
1359467,committee to elect julie derose,0
323864,rick wendorf will win msu in 22,0
291376,william hindle for senate,0
1268178,michael baker international holdco c,0
95121,building bridges pac,0
1196068,carrie rheingans cares about michiga,0
956004,democratic messaging project,0
1331415,cte richard m. steenland,0
57577,fred green political action committe,0
124496,cleveland cliffs inc pac,0
57574,committee to elect ryan roberts,0
85808,alabas a farhat,0
1321301,committee to elect ken heuvelman,0
289948,committee to elect cynthia muszynski,0
294555,committee to elect kelly l. noland 2,0
132990,newaygo county republican committee,0
203791,growing michigan majority fund,0
1411005,greater michigan pac,0
1015996,6th congressional district democrats,0
3416,michigan democratic party rural cauc,0
1321296,friends of danene shumaker,0
47681,hamtramck federation of teachers pac,0
59239,north macomb pac,0
359077,the six pac,0
364747,honigman pac,0
289800,thomas albert for state senate,0
289824,gabriel rees for state representativ,0
293145,paul kraus for circuit court judge,0
275177,wsp usa pac,0
60987,cte dan lauwers for senate,0
1348455,restore michigan,0
33105,mi academy pac,0
552852,josh hilgart for judge,0
16461,leadership for democracy fund,0
552875,committee to elect kiefer joseph cox,0
59235,safe lending michigan,0
289905,committee to elect jack richert,0
83888,democratic legislative campaign comm,0
16460,green and white pac,0
293029,committee to elect mark t foster,0
288168,joe hune for state senate,0
57612,cte karen whitsett for state rep,0
40635,berrien county republican committee,0
1681251,michigan orthotics and prosthetics a,0
1583165,committee to elect dan kelly,0
99903,fannie lou hamer political action co,0
261563,michigan organization on adolescent,0
331961,farbman group pac,0
137566,cte tenisha yancey for state rep,0
61007,jeremy moss for state senate,0
85817,friends of jaime churches,0
10740,detroit fire fighters association po,0
289806,friends of john fitzgerald,0
1577177,friends of kristina lyke,0
261565,us taxpayers party of michigan state,0
1348468,committee to elect charissa huang fo,0
291521,friends of bob howey,0
61021,michigan reynolds american inc. poli,0
292987,michigan majority,0
1667296,the committee to elect david c. egel,0
6506,marquette county democratic party,0
200226,northwest wayne county state local p,0
40636,molina healthcare inc michigan polit,0
1062140,jean zott for michigan,0
68686,committee to elect rachel hood,0
65181,steve johnson for state rep,0
289885,cte brenda richard district court,0
132995,carol glanville for state representa,0
1577175,committee to elect michael malmborg,0
123284,beau lafave sos,0
294557,mellissa carone for state senate,0
77547,michiganders for fair lending,0
291475,committee to elect curt vanderwall,0
57584,otsego county republican committee,0
24746,priority health political action com,0
70254,matt for michigan pac,0
33107,teamsters 283 political action commi,0
200203,bumstead leadership fund,0
294395,the people action fund mi,0
1276064,red white and blue pac,0
21573,detroit police officers association,0
139125,huron valley democratic club pac,0
1156489,friends for democracy,0
1553510,friends of kyle wright,0
134917,jeffrey d pepper,0
57583,mi assoc of health plans (superpac),0
47682,fighting for michigan fund,0
1853349,astellas us llc pac,0
289825,committee to elect regina williams,0
1355055,conservative voices,0
1581394,progressive caucus of mid michigan,0
1234868,every job is essential pac (superpac,0
272989,julie moore for state representative,0
158138,true michigan pac  superpac,0
289860,committee to elect  dale biniecki,0
1567484,i like clean water,0
261549,advance michigan (superpac),0
405232,traverseconnect pac,0
219877,a better michigan,0
1573090,committee to elect chaz fowler,0
1601136,friends of matt schlinker,0
77553,mecosta county democratic party,0
291581,kelly ann ramsey for judge 2022,0
62153,friends for cathryn neracher,0
294547,committee to elect velma jean overma,0
371420,the presidential coalition - michiga,0
424012,clean wave (superpac),0
301958,committee to elect virgie ammerman,0
291530,richard lopez for hd108,0
12739,michigan infrastructure and transpor,0
1575220,friends of rylee linting,0
10741,friends of occupational therapy in m,0
70245,committee to elect jacky eubanks,0
1020758,dana nessel leadership fund,0
289771,committee to elect gary mitchell,0
387853,gina majority fund,0
272978,elect tonya goetz for judge,0
65201,compete michigan pac 3,0
1130069,friends of shannon rochon,0
1557312,committee to elect aaron j. hall,0
1452317,friends of sabrina lopez,0
265434,committee to elect aaron delikta,0
1346702,committee to retain judge catherine,0
233179,cambensy for michigan leadership fun,0
70243,southwestern wayne democratic club,0
67010,acec michigan consulting engineers c,0
10744,michigan boating industries associat,0
1359454,west michigan strong superpac,0
1315474,committee to elect jeb allen for cir,0
65192,up united,0
74270,friends of john cherry,0
132984,committee to elect julie calley,0
65187,tgif victory fund,0
12730,sheet metal workers local 80 pac,0
1808728,conservative battleground fund,0
294503,carrie a rheingans for state represe,0
289862,committe to elect diane schindlbeck,0
60990,hornberger majority fund pac,0
16475,annette glenn for state senate,0
562783,jackson county democratic executive,0
1417055,michigan association of collection a,0
270876,emily busch for state representative,0
134903,take michigan back (superpac),0
59237,friends of west michigan schools,0
158129,foster pac,0
16476,alexander majority fund pac,0
386386,harris leadership fund,0
383467,koch inc political action committee,0
139137,grand rapids chamber comeback pac,0
276230,ashley hanson grimes for judge,0
43270,committee to elect pauline wendzel,0
151167,howell for michigan fund,0
139107,mi assoc county drain commissioners,0
360164,walled lake citizens for parental ri,0
1088419,michigan conservative,0
49983,michigan licensed beverage assoc pac,0
6523,ralph rebandt for governor,0
6519,muchmore harrington smalley associat,0
8743,friends of tom kuhn,0
1952989,nrg energy inc political action comm,0
1088375,newaygo county grassroots pac,0
291659,amanda j shelton for oakland county,0
289931,committee to elect will bruck,0
8770,friends of grand valley,0
61020,friends of gabriel lossing,0
841741,christa murphy for wsu,0
1495172,committee to elect kimberly gildner,0
288343,brian calley for governor,0
348247,michigan oil and gas association pac,0
1062105,michigan common sense party,0
8746,farrington leadership fund,0
291315,masa pac,0
1736356,the presidential coalition - mi,0
1497053,committee to elect mariko willis,0
7223,eli lilly and company pac,0
1802991,abolish the electoral college,0
57614,pat outman for state representative,0
1313745,jinan hamood for judge,0
12732,alpena county democratic party,0
6514,the party politic,0
1131500,land of opportunity pac,0
260344,michigan impact,0
278161,morse force leadership fund,0
1634203,tuebor pac,0
1354359,rslc - great lakes pac,0
381646,fund for democratic women,0
289769,committee to elect neil friske,0
220774,wozpac,0
16470,julie alexander for state rep,0
1553497,ryan leo good,0
19748,sean mccann for state senate,0
293147,cte julie oneill for judge,0
1626070,committee to elect eric shepherd jud,0
1617425,adam f zemke for michigan,0
1583170,rebecca bahar-cook for msu trustee,0
134893,jerry solis for state representative,0
286854,the committee to elect troy b daniel,0
293089,committee to elect tenisha renee yan,0
1239199,michigan majority leadership fund pa,0
289868,tricia dare for oakland county circu,0
55528,allstate insurance company pac,0
61006,committee to elect betty alexander,0
47678,chaldean chamber political action co,0
263267,friends of holli vallade,0
1555402,david m. delaney,0
289809,friends of doug wozniak,0
212521,leadership for educational equity -,0
835649,committee to retain alan curtis as p,0
47683,friends of west michigan business gr,0
62150,bollin for michigan,0
