,full_name,label
2930,paul p. panepinto,1
2931,frank t. brady,1
2932,samuel p. murray,1
2933,friends of leslie altieri,0
2934,committee to elect paul schemel,0
2935,emilio a. vazquez for the 179th,0
2936,"wahl, betsy for judge",0
2937,"louden, edward friends of",0
2938,haverford twp dem com                                       ,0
2939,"robert tommy"" tomlinson for senate""",0
2940,"mcgough, hugh fitzpatrick ",1
2941,"mcgough, hugh for judge com                                 ",0
2942,"sainato, chris for state rep",0
2943,"connelly, patrick friends of",0
2944,"regan, dan for judge",0
2945,friends of anthony pugliese,0
2946,friends of kathy watson,0
2947,"hennessey, tim friends of",0
2948,friends of paul mullen,0
2949,friends of jesse topper,0
2950,friends of matt gabler,0
2951,friends of kate harper,0
2952,jeffrey l. finley,1
2953,friends of senator don white,0
2954,"smith, ed for judge committee",0
2955,"boyd, tina  ",1
2956,mike turzai leadership fund,0
2957,"brumbach, marissa committee to elect",0
2958,"castor, bruce friends of, inc                               ",0
2959,"prendergast, kathleen  j ",1
2960,"silvis, james philip ",1
2961,"covington, roxanne friends of                               ",0
2962,"menges, citizens for judge",0
2963,"teeter, matthew for judge committee",0
2964,"diclaudio, scott committee to elect",0
2965,"summers, lynne m friends to elect for judge",0
2966,friends of william j. ciancaglini,1
2967,"aston, hope a. committee to elect for judge",0
2982,cwa working voices,0
2983,potter co rep com,0
2984,"roman, tracy citizens for",0
2985,friends of chuck mcilhinney,0
2986,"boyd, tina for judge",0
2987,whare for judge,0
2988,grayson for judge,0
2989,dawood engineering pac                                      ,0
2990,friends of michelle brownlee,0
2991,heckman for judge,0
2992,stephen heckman,1
2993,friends of nick miccarelli,0
2994,"disalle, john  ",1
2995,"disalle, john f committee to retain judge",0
2996,gregory f. cirillo,1
2997,"fouse, dale committee to elect judge",0
2998,"feinberg, ross philadelphia friends for",0
2999,"cruz, angel re-elect for the 180th",0
3000,"clifford, dan friends of",0
3001,friends of greg rothman,0
3002,friends of dave hickernell,0
3003,thomas b. sponaugle,1
3004,deluca for legislator committee,0
3005,citizens for greenleaf,0
3006,louis marko dayich,1
3007,huntingdon co rep com                                       ,0
3008,hempfield area rep com                                      ,0
3009,millennials in action,0
3010,abington rockledge dem com                                  ,0
3011,bethlehem dem city com                                      ,0
3012,pennsylvanians for equality,0
3013,humane pa,0
3014,ward 16 dem exec com                                        ,0
3015,erie co rep com                                             ,0
3016,"miller, brett victory committee",0
3017,american federation for children action fund - pennsylvania,0
3018,citizens for prosperity in america today pac                ,0
3019,carpenters&#39; leg prog of greater pa                          ,0
3020,philadelphia phuture                                        ,0
3021,building a better phila                                     ,0
3022,"pizzingrilli, kim (lob)                                     ",0
3023,"local 5, ibew pac",0
3024,commonwealth leaders cup                                    ,0
3025,local 0520 plumbers/pipefitters pac                         ,0
3026,penn nat ins/inservco ins serv pac                          ,0
3027,local 0013 boilermakers pac                                 ,0
3028,progressive majority                                        ,0
3029,"browning, dean for county executive",0
3030,committee to elect amodie judge,0
3031,royer for judge,0
3032,friends of mia roberts perez,0
3033,"friends to keep judge harry f. smail, jr",0
3034,"committee to elect starr marshall cash, judge, court of common pleas/starr d. marshall cash",0
3035,"j egan &amp; associates, llc                                    ",0
3036,"watson-stokes, deborah friends of",0
3037,committee to elect sherman toppin for judge,0
3038,marci l. miller,1
3039,local 0500 political action fund,0
3040,"nfg papac (national fuel gas) patricia m. delavern, treasurer",0
3041,committee to re-elect john sabatina jr,0
3042,ward 58 democratic of philadelphia,0
3043,republican city committee,0
3044,represent pac,0
3045,friends of judge alice beck dubow,0
3046,uhs employees good government fund,0
3047,citizens with commoncents,0
3048,school police association of phila- committee for safe schools,0
3049,"timoney knox, llp pac",0
3050,capozzi adler pac c/o christina a. mahady,0
3051,montco democ women's leadership initiative,0
3052,casa (commonwealth association of school administrators) robert mcgrogan sec/treasurer,0
3053,friends of lyris younge,0
3054,pa democratic caucus of county commissioners,0
3055,"simpson, christina for judge committee",0
3056,flannelly for judge committee,0
3057,northampton co rep com                                      ,0
3058,west goshen dems                                            ,0
3059,mayfair strong,0
3060,local 0401 ironworkers pac                                  ,0
3061,"petri, scott a friends of                                   ",0
3062,centre co dem com                                           ,0
3063,"rafferty, john for senate                                   ",0
3064,"mchugh &amp; mcguffin, bipartisan committee to elect judges of the court of common pleas of bucks county",0
3065,"committee to elect rosemary crawford, judge",0
3066,committee to elect james berardinelli,0
3067,chris mallios for judge,0
3068,caye for judge committee,0
3069,"rainy, committee to elect judge c/o jon belisonzi",0
3070,friends of josh hill,0
3071,friends of natasha taylor smith,0
3072,lalley for judge,0
3073,pa recreational vehicle pac                                 ,0
3074,buchanan ingersoll &amp; rooney pc committee for effective state government,0
3075,pa medical pac (pam pac),0
3076,lancaster co dem com                                        ,0
3077,ats-chester pol involv com                                  ,0
3078,covey for justice,0
3079,first pac (pa assn community bankers)                       ,0
3080,pa tha pac (thoroughbred horsemen)                          ,0
3081,ward 09 dems of phila                                       ,0
3082,berks co dem com                                            ,0
3083,fop lodge 27 delaware county pac fund,0
3084,moving frankford forward,0
3085,z pac (pa anesthesiologists pac)                            ,0
3086,"toohil,tarah com to elect                                   ",0
3087,friends of risa ferman,0
3088,philadelphia democratic campaign committee of,0
3089,justice stevens for supreme court committee,0
3090,jason j. legg,1
3091,kaufer now committee,0
3092,friends of bernie o'neill,0
3093,i'm for knowles,0
3094,friends of andy dinniman,0
3095,friends of rob teplitz,0
3096,local 0009 bricklayers &amp; alli,0
3097,friends of mike carroll for state representative,0
3098,district council 47,0
3099,springfield township democratic committee - montgomery county,0
3100,herco inc pac (herco pac),0
3101,friends of joffie pittman,0
3102,41st ward republican executive comm,0
3103,sheet metal workers local 12,0
3104,district council 21 pac,0
3105,amalagamated transit union - cope,0
3106,friends of independent higher educ                          ,0
3107,chester county victory committee,0
3108,pennsylvania working families party,0
3109,mike george for supreme court,0
3110,anne e. lazarus for supreme court,0
3111,todd eagen (richardson todd eagen),1
3112,anne e. lazarus,1
3113,lisa grayson,1
3114,kevin dougherty for pennsylvania,0
3115,committee to elect t. r. williams judge,0
3116,t. r. williams,1
3117,abbe for judge,0
3118,hopkins for judge,0
3119,lou dayich for judge committee,0
3120,friends of sharon williams losier,0
3121,friends of mike fanning,0
3122,friends of the northeast,0
3123,friends of the 35th ward democrats,0
3124,29th ward democratic committee,0
3125,school police association of philadelphia-committee for safe schools,0
3126,monroe county democratic honorary society,0
3127,republican party of lackawanna county,0
3128,united steelworkers political action fund,0
3129,committee to elect ryan bizzarro,0
3130,ravenstahl for mayor,0
3131,61st ward pac,0
3132,baipac c/o scott exley,0
3133,leslie uncapher zellers,1
3134,"toppin, sherman",1
3135,"king ii, leon a committee to elect ",0
3136,melissa a amodie,1
3137,lyris younge,1
3138,christina m simpson,1
3139,"prendergast, kathleen people for                            ",0
3140,james f. berardinelli,1
3141,"edward w. louden, jr",1
3142,friends of leslie uncapher zellers,0
3143,tom anderson,1
3144,"dicicco, christian for judge",0
3145,"goodman, leon friends of ",0
3146,"goodman, leon d. ",1
3147,joffie pittman (candidate for municipal court - district 1),1
3148,matt smith for judge,0
3149,chris mallios,1
3150,abbe fletman,1
3151,armstrong county democratic committee,0
3152,beaver county democrat committee,0
3153,drive chapter 776,0
3154,concerned irish americans of philadelphia,0
3155,mt. lebanon democratic committee c/o geoffrey r hurd treas,0
3156,pa progress pac,0
3157,friends of todd stephens,0
3158,friends of the 63rd ward democrat executive committee,0
3159,new gen 1 pac,0
3160,citizens for padora,0
3161,local 0008 plasterers union pac fund,0
3162,fraternal order of police lodge 5,0
3163,sheet metal workers local 19 pel pa &amp; nj,0
3164,iatse local 8 pac,0
3165,"mette, evans &amp; woodside pac                                 ",0
3166,students first pac,0
3167,friends of josh shapiro,0
3168,committee to elect matthew perks,0
3169,"hornaman, john com to elect                                 ",0
3170,int'l longshoremen's assoc. comm. on political education,0
3171,pa future,0
3172,"friedline, mary lynch ",1
3173,pa state lodge of fraternal order of police pac             ,0
3174,committee to elect zac shaffer,0
3175,lpac-erie                                                   ,0
3176,"arcadis-us, pennsylvania pac",0
3177,"swope, thomas a iii",1
3178,"house rep campaign com 2004, inc",0
3179,bucks county democratic committee,0
3180,dispac (distributors pac),0
3181,teamsters local 107 pac,0
3182,tax payers for lisa metcalfe,0
3183,friends of farnese,0
3184,wyoming county democrats,0
3185,pa insurance pac (pipac),0
3186,"avolio law group, llc (pac)",0
3187,berks county republican committee,0
3188,philadelphia republican city committee,0
3189,philadelphia housing for affordable housing,0
3190,pittsburgh fire fighters local #1 pac fund,0
3191,friends with diana,0
3192,cumberland county republican committee 8-000-392,0
3193,committee to elect wayne fontana,0
3194,b and b pac,0
3195,dnb financial good government pac c/o treas. bruce e. moroney,0
3196,friends of david freed committee,0
3197,union county democratic committee,0
3198,comcast corporation &amp; nbcuniversal political action committee - usa,0
3199,local 592 -cement masons,0
3200,chad vilushis for judge committee,0
3201,grimes for judge,0
3202,friends of william ciancaglini,0
3203,committee to elect jennifer schultz to court of common pleas,0
3204,pileggi for judge,0
3205,tamara bernstein,1
3206,credit union political action committee,0
3207,latinos for political empowerment (lupe),0
3208,montgomery township republican committee,0
3209,jubelirer pac,0
3210,northwest good government pac,0
3211,nixon for council,0
3212,boscov's pac,0
3213,beaver county political action committee,0
3214,keystone leadership alliance,0
3215,upper moreland republican committee,0
3216,wuf political action committee,0
3217,bipartisan pac/the bank of new york mellon corporation bipac/bnymc,0
3218,grogan graffam pac,0
3219,western pa laborers' pac,0
3220,ken powell for judge,0
3221,"enterprise holdings, inc. political action committee",0
3222,erie co motor vehicle com                                   ,0
3223,greater johnstown regional pac                              ,0
3224,pa chamber of business &amp; industry                           ,0
3225,lancaster co dem women&#39;s assoc                              ,0
3226,communication workers of america local 13000,0
3227,united states steel corporation political action committee,0
3228,pa restaurant &amp; lodging pac,0
3229,pennsylvania future fund,0
3230,range resources energy independence pac                     ,0
3231,pa society of anesthesiologists pac (z pac),0
3232,lycoming co rep com                                         ,0
3233,friends of bob mensch,0
3234,labor pac afl-cio                                           ,0
3235,"costa, dom friends of                                       ",0
3236,pa aaa fed pac                                              ,0
3237,pa afl cio cope                                             ,0
3238,verizon communications inc. good government club - pa,0
3239,local 0420 steamfitters union cope com                      ,0
3240,adams co dem com                                            ,0
3241,penn mutual pac                                             ,0
3242,pa energy resources group                                   ,0
3243,pa cemetery funeral assoc pac                               ,0
3244,fayette co dem com                                          ,0
3245,"baker, elisabeth for senate                                 ",0
3246,"eagen, todd for judge",0
3247,pa homecare pac (homepac)                                   ,0
3248,agentpac (prof ins agents assn of pa)                       ,0
3249,pa coal pac                                                 ,0
3250,north central pennsylvanians for a brighter future          ,0
3251,lancaster co building industry                              ,0
3252,forward philadelphia,0
3253,ud forward,0
3254,committee for kopas,0
3255,comcast corporation &amp; nbcuniversal political action committee usa,0
3256,upper dublin democratic committee,0
3257,northeast democratic club,0
3258,the affordable education pac,0
3259,cambria county republican committee,0
3260,clarion cnty rep comm.,0
3261,friends of mary louise isaacson,0
3262,"sovereign bancorp, inc. pac                                 ",0
3263,3rd democratic executive ward committee,0
3264,"kapin stewart meloff reiter &amp; stein, p.c. c/o neil a. stein, esq.",0
3265,friends of leslie acosta,0
3266,capital associates pac,0
3267,strategy pac,0
3268,pennsylvania prosperity pac,0
3269,uhs employees good govt fund,0
3270,ugi pac (ugi corp)                                          ,0
3271,ugi corporation state pac,0
3272,pa chiropractic assn,0
3273,"kline, leroy d. jr                                          ",0
3274,local 0027 plumbers union pac                               ,0
3275,bald knob pac,0
3276,triad strategies pa pac                                     ,0
3277,"alloway, rich friends of",0
3278,"cranmer, robert                                             ",0
3279,citizens for a growing economy                              ,0
3280,good jobs pa pac,0
3281,venango co rep com                                          ,0
3282,endo pharmaceuticals inc. pac                               ,0
3283,local 0420 ironworkers - ipal                               ,0
3284,abel for judge,0
3285,cohen and grigsby pac                                       ,0
3286,pike co dem com                                             ,0
3287,pa abc pac (pa assoc. bldrs & contractors)                  ,0
3288,msoa pac,0
3289,pspa-political support for political action                 ,0
3290,pennsylvania automotive assocition,0
3291,first commonwealth financial corporation pac,0
3292,friends of charles wilkins,0
3293,neilson for the northeast,0
3294,pa realtors pac,0
3295,"susquehanna bancshares, inc. pac",0
3296,delaware co. rep. fin. com.,0
3297,republican state committee of pennsylvania,0
3298,depasquale for pennsylvania,0
3299,dan frankel for the 23rd district committee,0
3300,area 13 republican committee,0
3301,pennsylvanians for representative mark cohen,0
3302,m&amp;t bank and wilmington trust political action committee,0
3303,carpenters pac of phila & vicinity                          ,0
3304,friends of judge jessica brewbaker,0
3305,jewish community pac of pittsburgh,0
3306,ward 30 democratic committee,0
3307,lifepac,0
3308,"godshall, robert friends of                                 ",0
3309,local 0524 united assn steamfitters                         ,0
3310,westmoreland co dem com                                     ,0
3311,liberty square pac                                          ,0
3312,northumberland co dem com                                   ,0
3313,carbon co rep com                                           ,0
3314,"marshall, jim friends of                                    ",0
3315,lower merion-narberth area13 dem com                        ,0
3316,pa real estate investment trust pac                         ,0
3317,"mchugh & mcguffin, bipartisan committee to elect judges of the court of common pleas of bucks county",0
3318,"corizon health, inc. political action committee",0
3319,pa state corrections officers assoc leg/pac                 ,0
3320,drive pac (wash d.c. )                                      ,0
3321,local 0322 plumbers & pipefitters pac                       ,0
3322,lehigh co victory pac                                       ,0
3323,restorepa,0
3324,lehigh county tax facts,0
3325,"right view, the                                             ",0
3326,day &amp; zimmermann inc federal pac (aka 'daypac - federal'),0
3327,pa prof fire fighters assoc pac                             ,0
3328,mca/sca pac                                                 ,0
3329,erie fire fighters pac                                      ,0
3330,associated builders and contractors eastern pa chapter,0
3331,"mears, scott friends of",0
3332,scomillio for judge,0
3333,"giusini, vince for judge                                    ",0
3334,"mears,scott o jr.",1
3335,vote dailey,0
3336,"giordano, emil committee to elect to the superior court",0
3337,"pittman, joffie friends of",0
3338,"roman, tracy brandeis ",1
3339,michael wojcik for judge,0
3340,david h. acker,1
3341,mia roberts perez,1
3342,"olson, judge judy for supreme court",0
3343,"donohue, christine judge for supreme ct justice                          ",0
3344,mercer co dem com                                           ,0
3345,vision for pa pac                                           ,0
3346,beaver lawrence clc cope        ,0
3347,excellent schools pa,0
3348,pgh metro bldrs (housing industry resp gvt)                 ,0
3349,feinberg shopp pac                                          ,0
3350,pa podiatric medical assoc                                  ,0
3351,pa recreation vehicle pac,0
3352,fulton financial corp pac                                   ,0
3353,intl brotherhood boilermakers 154                           ,0
3354,vision pac                                                  ,0
3355,pugliese pac                                                ,0
3356,lancaster co rep com of                                     ,0
3357,pa residential owners (pro pac)                             ,0
3358,associates of pa pac (appac)                                ,0
3359,bellevue strategies pac,0
3360,greenlee partners state pac                                 ,0
3361,"krancer, mike",0
3362,"mccarter, steve friends of",0
3363,tc pac  (trumbull corp)                                     ,0
3364,colonial area dem com                                       ,0
3365,giant eagle inc                                             ,0
3366,citizens for a better commonwealth                          ,0
3367,"oliver, katherine  ",1
3368,burns white llc pac                      ,0
3369,coalition for pa&#39;s future                                   ,0
3370,"oldcastle materials, inc pac                                ",0
3371,pennsy supply state pac,0
3372,common sense solutions,0
3373,ppma pac,0
3374,democracy fund                                              ,0
3375,pa winery association pac                                   ,0
3376,peg pac                                                     ,0
3377,"vipond, jonathan, iii                                       ",0
3378,northeast leadership fund                                ,0
3379,responsible citizens for economic progress                  ,0
3380,state street advisors pac                                   ,0
3381,"russell, richard g",0
3382,hatch mott pa pac                                           ,0
3383,pennsylvania house democratic campaign committee,0
3384,house republican campaign committee,0
3385,citizens for mario civera,0
3386,taxpayers for lisa esler,0
3387,darby township republican committee,0
3388,friends of 56 ward democratic committee,0
3389,friends of jamie santora,0
3390,citizens for mike regan,0
3391,delaware county republican women's committee,0
3392,sierra club pa paf,0
3393,brian ortelere for judge,0
3394,red river canyon,0
3395,pa uaw good government committee,0
3396,"local 542, pittsburgh sprinkler fitters",0
3397,the lunsford for judge committee,0
3398,lawrence county republican committee,0
3399,sheetmetal workers #44 - c/o jeff schmude,0
3400,local 0433 uwua c/o brian dhon,0
3401,cement masons local 526 pac fund,0
3402,voice of housing of chester &amp; delaware counties,0
3403,political information committee of cpas (pic-cpa),0
3404,family pac                                                  ,0
3405,"demarco, larry friends of",0
3406,firstenergy corp. political action committee,0
3407,upper st clair rep com                                      ,0
3408,the turnout project,0
3409,delco blue 2015,0
3410,greater reading chamber pac                                 ,0
3411,markwest liberty pac                                        ,0
3412,"hafer, barbara friends of",0
3413,"bloom, james j.  (lob)                                      ",0
3414,commonwealth commerce fund,0
3415,state college borough dem com                               ,0
3416,capozzi adler pac % christina a. mahady,0
3417,com for a better tomorrow                                   ,0
3418,"kampf, warren friends of",0
3419,"dunbar, george friends of                                   ",0
3420,first national bank of pa pac,0
3421,pennsylvania beer alliance(pa beer wholesaler-pbwa)         ,0
3422,"univ leaf tobacco co, inc pac (federal)                     ",0
3423,transportation construct indust pac (tci-pac)               ,0
3424,"smith, alex friends of",0
3425,rite aid corporation pac,0
3426,nj state association of pipe trades pac fund,0
3427,e.i. du pont de nemours company good government fund (dupont good government fund),0
3428,dem women&#39;s forum of bucks co                               ,0
3429,"harris, c adam for rep                                      ",0
3430,united food & commercial workers union 152 pac              ,0
3431,"corbin, becky friends of",0
3432,"johnson, tina friends of                                    ",0
3433,trails access coalition pac (tac-pac),0
3434,fop lodge #1 pac                                            ,0
3435,local 0636 teamsters pac                                    ,0
3436,essroc cement corp pac (pa)                                 ,0
3437,"stefano, pat friends of",0
3438,"mt. lebanon democratic committee c/o geoffrey r. hurd, treasurer",0
3439,bricklayers &amp; allied craftworkers pac,0
3440,building a better pennsylvania fund,0
3441,working philadelphians pac,0
3442,robert thompson for senate,0
3443,friends of the 14th ward c/o treas. catherine white,0
3444,iaff firepac non-federal,0
3445,"pac pard philpac c/o frank a. rubino, treasurer",0
3446,54th ward democratic executive cmte,0
3447,upper darby republican campaign committee,0
3448,"tosti-vasey, joanne team                                    ",0
3449,pssu local 668 cope fund,0
3450,"dickie, mccarney &amp; chilcote, political action committee",0
3451,lebanon county democratic committee,0
3452,penn ag pac                                                 ,0
3453,white rose pac                                              ,0
3454,arippa pac                                                  ,0
3455,pa self storage pac                                         ,0
3456,progress pgh pac                                            ,0
3457,michael baker international holdco corporation political action committee (michael baker international pac),0
3458,farmers employee & agent pac,0
3459,farmers allied for responsive more effect representation    ,0
3460,"gdf suez energy north america, inc. political action commitee (gsena pac)",0
3461,adams co council of rep women                               ,0
3462,"donohue, christine   ",1
3463,"diclaudio, scott  ",1
3464,"beltrami, anthony for judge                                 ",0
3465,"wojcik, michael h",1
3466,"hodge, john w",1
3467,"slenker, neil committee to elect for judge",0
3468,"dobson, thomas r.",1
3469,"regoli, david a keep judge committee",0
3470,"byelich, mark friends of ",0
3471,"ace group holdings, inc. political action committee",0
3472,parpac (pa retail pac)                                      ,0
3473,dem leg camp com                                            ,0
3474,the atkins north america holdings corporation pac,0
3475,"wiley, sean d friends of",0
3476,diana irey vaughan,0
3477,59th ward dem committee,0
3478,eastern pa laborers' lpl,0
3479,sheetmetal workers #44 c/o j. schmude,0
3480,excellence in government comm,0
3481,independent state store union,0
3482,local 09 bricklayers &amp; allied craftworkers,0
3483,eat'n park pac,0
3484,"getz, vanessa desalvo                                       ",0
3485,"pashinski, eddie day com to elect                           ",0
3486,"friedline, mary committee to elect judge",0
3487,lancaster chamber biz pac                                   ,0
3488,"jozwiak, barry friends of",0
3489,aud pac                               ,0
3490,a t & t pac (penna)                                         ,0
3491,lebanon co rep com                                          ,0
3492,"seitz, anthony b. (lob)                                     ",0
3493,brthrhd locomotive enginrs & trainmen pac fund              ,0
3494,alerted dem majority                                        ,0
3495,bravo pac (sg pac)                                          ,0
3496,"alpha natural resources, inc. political action committee",0
3497,value drug co pac                                           ,0
3498,buzzi unicem usa inc pac                                    ,0
3499,"shuster, robert l.                                          ",0
3500,ifapac - pa                                                 ,0
3501,tds telecommunications corporation pac,0
3502,friends of kim ward,0
3503,blue cross voice of highmark inc employees of northeastern pa                                 ,0
3504,"mccrady, jennifer staley the committee to elect for judge",0
3505,"hanna, mike friends of                                      ",0
3506,women&#39;s dem club of delaware co,0
3507,"wojcik, michael committee to elect",0
3508,"j egan & associates, llc                                    ",0
3509,"h team, the",0
3510,"perez, mia roberts friends of",0
3511,bedford co dem com                                          ,0
3512,larson design group pac (ldg pac)                           ,0
3513,geico new york pac                                          ,0
3514,"hrg pac (herbert, rowland & grubic)                         ",0
3515,"scarnati, joseph friends of                                 ",0
3516,teamsters local 205 pac,0
3517,northwest democratic caucus of pa,0
3518,eqt corporation pac,0
3519,eqt corporation state pac,0
3520,opeiu jb moss voice of the electorate (vote),0
3521,erdman anthony assoc pa (eapapac)                           ,0
3522,stv group inc pac                              ,0
3523,gannett fleming inc pac                                     ,0
3524,"the travelers companies, inc. political action com",0
3525,general electric company political action committee (gepac),0
3526,coca-cola nonpartisan pac for good government,0
3527,friends of senator john blake,0
3528,we the people pac                                           ,0
3529,luzerne co dem com                                          ,0
3530,versant pac                                                 ,0
3531,scott twp dem club                                          ,0
3532,action of pa                                                ,0
3533,mayfair republican committee,0
3534,union co dem com                                            ,0
3535,pa concrete pavers pac                                      ,0
3536,"miller, ronald com to elect                                 ",0
3537,"eichelberger, john - i like eich                            ",0
3538,"grove, seth citizens for                                    ",0
3539,"first niagara bank, na pac",0
3540,afscme people public emp org to promote leg equality        ,0
3541,"mette, evans & woodside pac                                 ",0
3542,"longietti, mark friends of                                  ",0
3543,hospital &amp; healthsystem assoc of pa  pac (hapac),0
3544,pennsylvania royalty owners pac,0
3545,liberty mutual insurance company pa-state pac,0
3546,local 0115 teamsters                                        ,0
3547,psea-pace for state elections,0
3548,funeral service pac                                         ,0
3549,psh-pac pa speech & hearing pac                             ,0
3550,pa propane assoc pac                                        ,0
3551,orthopac pa orthopaedic society,0
3552,"muroff, daniel                                              ",0
3553,philly network connection pac,0
3554,"peters twp, rep party of                                    ",0
3555,citizens&#39; caucus                                            ,0
3556,patton-halfmoon democrats                                   ,0
3557,"mustio, mark friends of                                     ",0
3558,l.r. kimball a cdi company pac                              ,0
3559,apscuf/cap(assn pa st col/univ facl)                        ,0
3560,millcraft committee for effective state government          ,0
3561,kleinbard llc,0
3562,"harhai, r ted campaign fund                                 ",0
3563,pamic pac                                                   ,0
3564,"medimmune biologics, inc. employee political awareness committee (medipac)",0
3565,huntington bancshares inc. political action committee  (hbi-pac),0
3566,clearfield co rep com                                       ,0
3567,"rescare, inc. advocacy fund",0
3568,lcv political engagement fund ,0
3569,"bullock, mark t.                                            ",0
3570,alcoa inc employees voluntary state & federal pac,0
3571,fraternal order of police mountain city lodge 8             ,0
3572,political labor action now (plan)                           ,0
3573,"reed, dave friends of                                       ",0
3574,pa optometric pac                                           ,0
3575,psh-pac pa speech &amp; hearing pac                             ,0
3576,"mahoney, tim friends of                                     ",0
3577,luzerne county democratic committee,0
3578,cmac investment corp employees pac,0
3579,pilots assn for bay &amp; river delaware pac                    ,0
3580,upper darby fire fighters - pac,0
3581,friends of barry grossman,0
3582,clarion county democratic committee c/o jennifer vinson,0
3583,teamsters joint council no. 53 political action committee - drive,0
3584,hempfield area democratic committee (hadc),0
3585,zone 4 democrats,0
3586,faccrw (first armstrong county council of republican women),0
3587,centre county republican committee,0
3588,laborers' local union no. 130 pac,0
3589,alliance for a better pennsylvania,0
3590,rothman gordon pac,0
3591,"regola, bob friends of c/o treas.: c. edward wible",0
3592,friends of marguerite quinn,0
